time,temp,humidity
18:15:50,9.00 ,26.00
18:15:52,9.00 ,26.00
18:15:54,9.00 ,26.00
18:15:56,9.00 ,26.00
18:15:58,9.00 ,26.00
18:16:00,9.00 ,26.00
18:16:02,9.00 ,26.00
18:16:04,9.00 ,26.00
18:16:06,9.00 ,26.00
18:16:08,9.00 ,26.00
18:16:10,9.00 ,26.00
18:16:12,9.00 ,26.00
18:16:14,9.00 ,26.00
18:16:16,9.00 ,26.00
18:16:18,9.00 ,26.00
18:16:20,9.00 ,26.00
18:16:22,9.00 ,26.00
18:16:24,9.00 ,26.00
18:16:26,9.00 ,26.00
18:16:28,9.00 ,26.00
18:16:31,9.00 ,26.00
18:16:33,9.00 ,26.00
18:16:35,9.00 ,26.00
18:16:37,9.00 ,26.00
18:16:39,9.00 ,26.00
18:16:41,9.00 ,26.00
18:16:43,9.00 ,26.00
18:16:45,9.00 ,26.00
18:16:47,9.00 ,26.00
18:16:49,9.00 ,26.00
18:16:51,9.00 ,26.00
18:16:53,9.00 ,26.00
18:16:55,9.00 ,26.00
18:16:57,9.00 ,26.00
18:16:59,9.00 ,26.00
18:17:01,9.00 ,26.00
18:17:03,9.00 ,26.00
18:17:05,9.00 ,26.00
18:17:07,9.00 ,26.00
18:17:09,9.00 ,26.00
18:17:11,9.00 ,26.00
18:17:13,9.00 ,26.00
18:17:15,9.00 ,26.00
18:17:17,9.00 ,26.00
18:17:20,9.00 ,26.00
18:17:22,9.00 ,26.00
18:17:24,9.00 ,26.00
18:17:26,9.00 ,26.00
18:17:28,9.00 ,26.00
18:17:30,9.00 ,26.00
18:17:32,9.00 ,26.00
18:17:34,9.00 ,26.00
18:17:36,9.00 ,26.00
18:17:38,9.00 ,26.00
18:17:40,9.00 ,26.00
18:17:42,9.00 ,26.00
18:17:44,9.00 ,26.00
18:17:46,9.00 ,26.00
18:17:48,9.00 ,26.00
18:17:50,9.00 ,26.00
18:17:52,9.00 ,26.00
18:17:54,9.00 ,26.00
18:17:56,9.00 ,26.00
18:17:58,9.00 ,26.00
18:18:00,9.00 ,26.00
18:18:02,9.00 ,26.00
18:18:04,9.00 ,26.00
18:18:06,9.00 ,26.00
18:18:09,9.00 ,26.00
18:18:11,9.00 ,26.00
18:18:13,9.00 ,26.00
18:18:15,9.00 ,26.00
18:18:17,9.00 ,26.00
18:18:19,9.00 ,26.00
18:18:21,9.00 ,26.00
18:18:23,9.00 ,26.00
18:18:25,9.00 ,26.00
18:18:27,9.00 ,26.00
18:18:29,9.00 ,26.00
18:18:31,9.00 ,26.00
18:18:33,9.00 ,26.00
18:18:35,9.00 ,26.00
18:18:37,9.00 ,26.00
18:18:39,9.00 ,26.00
18:18:41,9.00 ,26.00
18:18:43,9.00 ,26.00
18:18:45,9.00 ,26.00
18:18:47,9.00 ,26.00
18:18:49,9.00 ,26.00
18:18:51,9.00 ,26.00
18:18:53,9.00 ,26.00
18:18:55,9.00 ,26.00
18:18:58,9.00 ,26.00
18:19:00,9.00 ,26.00
18:19:02,9.00 ,26.00
18:19:04,9.00 ,26.00
18:19:06,9.00 ,26.00
18:19:08,9.00 ,26.00
18:19:10,9.00 ,26.00
18:19:12,9.00 ,26.00
18:19:14,9.00 ,26.00
18:19:16,9.00 ,26.00
18:19:18,9.00 ,26.00
18:19:20,9.00 ,26.00
18:19:22,9.00 ,26.00
18:19:24,9.00 ,26.00
18:19:26,9.00 ,26.00
18:19:28,9.00 ,26.00
18:19:30,9.00 ,26.00
18:19:32,9.00 ,26.00
18:19:34,9.00 ,26.00
18:19:36,9.00 ,26.00
18:19:38,9.00 ,26.00
18:19:40,9.00 ,26.00
18:19:42,9.00 ,26.00
18:19:44,9.00 ,26.00
18:19:47,9.00 ,26.00
18:19:49,9.00 ,26.00
18:19:51,9.00 ,26.00
18:19:53,9.00 ,26.00
18:19:55,9.00 ,26.00
18:19:57,9.00 ,26.00
18:19:59,9.00 ,26.00
18:20:01,9.00 ,26.00
18:20:03,9.00 ,26.00
18:20:05,9.00 ,26.00
18:20:07,9.00 ,26.00
18:20:09,9.00 ,26.00
18:20:11,9.00 ,26.00
18:20:13,9.00 ,26.00
18:20:15,9.00 ,26.00
18:20:17,9.00 ,26.00
18:20:19,9.00 ,26.00
18:20:21,9.00 ,26.00
18:20:23,9.00 ,26.00
18:20:25,9.00 ,26.00
18:20:27,9.00 ,26.00
18:20:29,9.00 ,26.00
18:20:31,9.00 ,26.00
18:20:34,9.00 ,26.00
18:20:36,9.00 ,26.00
18:20:38,9.00 ,26.00
18:20:40,9.00 ,26.00
18:20:42,9.00 ,26.00
18:20:44,9.00 ,26.00
18:20:46,9.00 ,26.00
18:20:48,9.00 ,26.00
18:20:50,9.00 ,26.00
18:20:52,9.00 ,26.00
18:20:54,9.00 ,26.00
18:20:56,9.00 ,26.00
18:20:58,9.00 ,26.00
18:21:00,9.00 ,26.00
18:21:02,9.00 ,26.00
18:21:04,9.00 ,26.00
18:21:06,9.00 ,26.00
18:21:08,9.00 ,26.00
18:21:10,9.00 ,26.00
18:21:12,9.00 ,26.00
18:21:14,9.00 ,26.00
18:21:16,9.00 ,26.00
18:21:18,9.00 ,26.00
18:21:20,9.00 ,26.00
18:21:23,9.00 ,26.00
18:21:25,9.00 ,26.00
18:21:27,9.00 ,26.00
18:21:29,9.00 ,26.00
18:21:31,9.00 ,26.00
18:21:33,9.00 ,26.00
18:21:35,9.00 ,26.00
18:21:37,9.00 ,26.00
18:21:39,9.00 ,26.00
18:21:41,9.00 ,26.00
18:21:43,9.00 ,26.00
18:21:45,9.00 ,26.00
18:21:47,9.00 ,26.00
18:21:49,9.00 ,26.00
18:21:51,9.00 ,26.00
18:21:53,9.00 ,26.00
18:21:55,9.00 ,26.00
18:21:57,9.00 ,26.00
18:21:59,9.00 ,26.00
18:22:01,9.00 ,26.00
18:22:03,9.00 ,26.00
18:22:05,9.00 ,26.00
18:22:07,9.00 ,26.00
18:22:09,9.00 ,26.00
18:22:12,9.00 ,26.00
18:22:14,9.00 ,26.00
18:22:16,9.00 ,26.00
18:22:18,9.00 ,26.00
18:22:20,9.00 ,26.00
18:22:22,9.00 ,26.00
18:22:24,9.00 ,26.00
18:22:26,9.00 ,26.00
18:22:28,9.00 ,26.00
18:22:30,9.00 ,26.00
18:22:32,9.00 ,26.00
18:22:34,9.00 ,26.00
18:22:36,9.00 ,26.00
18:22:38,9.00 ,26.00
18:22:40,9.00 ,26.00
18:22:42,9.00 ,26.00
18:22:44,9.00 ,26.00
18:22:46,9.00 ,26.00
18:22:48,9.00 ,26.00
18:22:50,9.00 ,26.00
18:22:52,9.00 ,26.00
18:22:54,9.00 ,26.00
18:22:56,9.00 ,26.00
18:22:58,9.00 ,26.00
18:23:01,9.00 ,26.00
18:23:03,9.00 ,26.00
18:23:05,9.00 ,26.00
18:23:07,9.00 ,26.00
18:23:09,9.00 ,26.00
18:23:11,9.00 ,26.00
18:23:13,9.00 ,26.00
18:23:15,9.00 ,26.00
18:23:17,9.00 ,26.00
18:23:19,9.00 ,26.00
18:23:21,9.00 ,26.00
18:23:23,9.00 ,26.00
18:23:25,9.00 ,26.00
18:23:27,9.00 ,26.00
18:23:29,9.00 ,26.00
18:23:31,9.00 ,26.00
18:23:33,9.00 ,26.00
18:23:35,9.00 ,26.00
18:23:37,9.00 ,26.00
18:23:39,9.00 ,26.00
18:23:41,9.00 ,26.00
18:23:43,9.00 ,26.00
18:23:45,9.00 ,26.00
18:23:47,9.00 ,26.00
18:23:50,9.00 ,26.00
18:23:52,9.00 ,26.00
18:23:54,9.00 ,26.00
18:23:56,9.00 ,26.00
18:23:58,9.00 ,26.00
18:24:00,9.00 ,26.00
18:24:02,9.00 ,26.00
18:24:04,9.00 ,26.00
18:24:06,9.00 ,26.00
18:24:08,9.00 ,26.00
18:24:10,9.00 ,26.00
18:24:12,9.00 ,26.00
18:24:14,9.00 ,26.00
18:24:16,9.00 ,26.00
18:24:18,9.00 ,26.00
18:24:20,9.00 ,26.00
